Chembl_ID,Smiles_ID,Drug_Name,Clinical_Phase,MOA,UniprotID
CHEMBL1200781,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,citalopram,Launched,selective serotonin reuptake inhibitor (SSRI),P35348
CHEMBL1705,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,clonidine,Launched,adrenergic receptor agonist,P25100
CHEMBL1705,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,clonidine,Launched,adrenergic receptor agonist,P35348
CHEMBL64249,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,clorotepine,Launched,adrenergic receptor antagonist|dopamine receptor antagonist,P25100
CHEMBL64249,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,clorotepine,Launched,adrenergic receptor antagonist|dopamine receptor antagonist,P35348
CHEMBL1688,C[N+]1(CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42)[O-],clozapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL1688,C[N+]1(CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42)[O-],clozapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL1716,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,cyproheptadine,Launched,histamine receptor antagonist,P25100
CHEMBL1716,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,cyproheptadine,Launched,histamine receptor antagonist,P35348
CHEMBL1201044,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,dapiprazole,Launched,adrenergic receptor antagonist,P25100
CHEMBL1201044,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,dapiprazole,Launched,adrenergic receptor antagonist,P35348
CHEMBL1122253,,deoxyepinephrine,Preclinical,adrenergic receptor agonist|dopamine receptor agonist,P25100
CHEMBL1122253,,deoxyepinephrine,Preclinical,adrenergic receptor agonist|dopamine receptor agonist,P35348
CHEMBL4878344,,desipramine,Launched,tricyclic antidepressant,P25100
CHEMBL4878344,,desipramine,Launched,tricyclic antidepressant,P35348
CHEMBL1255837,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,dihydroergocristine,Launched,adrenergic receptor antagonist|prolactin inhibitor,P25100
CHEMBL1255837,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,dihydroergocristine,Launched,adrenergic receptor antagonist|prolactin inhibitor,P35348
CHEMBL1200561,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,doxazosin,Launched,adrenergic receptor antagonist,P25100
CHEMBL1200561,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,doxazosin,Launched,adrenergic receptor antagonist,P35348
CHEMBL1201729,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,dronedarone,Launched,adrenergic receptor antagonist,P25100
CHEMBL1201729,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,dronedarone,Launched,adrenergic receptor antagonist,P35348
CHEMBL4852826,,droperidol,Launched,dopamine receptor antagonist,P25100
CHEMBL4852826,,droperidol,Launched,dopamine receptor antagonist,P35348
CHEMBL2103827,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,droxidopa,Launched,norepinephrine precursor,P25100
CHEMBL2103827,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,droxidopa,Launched,norepinephrine precursor,P35348
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine,Launched,adrenergic receptor agonist,P25100
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine,Launched,adrenergic receptor agonist,P35348
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine-(racemic),Launched,adrenergic receptor agonist,P25100
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine-(racemic),Launched,adrenergic receptor agonist,P35348
CHEMBL1256958,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,epinephrine,Launched,adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter,P25100
CHEMBL1256958,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,epinephrine,Launched,adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter,P35348
CHEMBL1213135,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,ergonovine,Launched,adrenergic receptor agonist|serotonin receptor agonist,P25100
CHEMBL1213135,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,ergonovine,Launched,adrenergic receptor agonist|serotonin receptor agonist,P35348
CHEMBL2448612,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,ergotamine,Launched,adrenergic receptor antagonist,P25100
CHEMBL2448612,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,ergotamine,Launched,adrenergic receptor antagonist,P35348
CHEMBL3187408,CCNCC(C1=CC(=CC=C1)O)O.Cl,etilefrine,Launched,adrenergic receptor agonist,P25100
CHEMBL3187408,CCNCC(C1=CC(=CC=C1)O)O.Cl,etilefrine,Launched,adrenergic receptor agonist,P35348
CHEMBL4857163,,flupentixol,Launched,dopamine receptor antagonist,P25100
CHEMBL4857163,,flupentixol,Launched,dopamine receptor antagonist,P35348
CHEMBL14376,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,iloperidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL14376,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,iloperidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL1692,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,imipramine,Launched,norepinephrine reputake inhibitor|serotonin reuptake inhibitor,P25100
CHEMBL1692,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,imipramine,Launched,norepinephrine reputake inhibitor|serotonin reuptake inhibitor,P35348
CHEMBL2104941,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43.Cl,indoramin,Launched,adrenergic receptor antagonist,P25100
CHEMBL2104941,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43.Cl,indoramin,Launched,adrenergic receptor antagonist,P35348
CHEMBL1256709,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O.C(C(C(=O)O)O)(C(=O)O)O,ketanserin,Launched,serotonin receptor antagonist,P25100
CHEMBL1256709,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O.C(C(C(=O)O)O)(C(=O)O)O,ketanserin,Launched,serotonin receptor antagonist,P35348
CHEMBL2104973,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.Cl,levomepromazine,Launched,dopamine receptor antagonist,P25100
CHEMBL2104973,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.Cl,levomepromazine,Launched,dopamine receptor antagonist,P35348
CHEMBL4854864,,levonordefrin,Launched,vasodilator,P25100
CHEMBL4854864,,levonordefrin,Launched,vasodilator,P35348
CHEMBL57059,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,lisuride,Launched,dopamine receptor agonist,P25100
CHEMBL57059,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,lisuride,Launched,dopamine receptor agonist,P35348
CHEMBL1201155,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,loxapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL1201155,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,loxapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL537161,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl,medetomidine,Launched,adrenergic receptor agonist,P25100
CHEMBL537161,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl,medetomidine,Launched,adrenergic receptor agonist,P35348
CHEMBL3184799,CC(C)(CC1=CC=CC=C1)NC.CC(C)(CC1=CC=CC=C1)NC.OS(=O)(=O)O,mephentermine,Launched,adrenergic receptor agonist,P25100
CHEMBL3184799,CC(C)(CC1=CC=CC=C1)NC.CC(C)(CC1=CC=CC=C1)NC.OS(=O)(=O)O,mephentermine,Launched,adrenergic receptor agonist,P35348
CHEMBL2062262,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.C(C(C(=O)O)O)(C(=O)O)O,metaraminol,Launched,adrenergic receptor agonist,P25100
CHEMBL2062262,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.C(C(C(=O)O)O)(C(=O)O)O,metaraminol,Launched,adrenergic receptor agonist,P35348
CHEMBL4303366,CC(C(=O)N1CCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC)OC,metazosin,Phase 2,adrenergic receptor antagonist,P25100
CHEMBL4303366,CC(C(=O)N1CCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC)OC,metazosin,Phase 2,adrenergic receptor antagonist,P35348
CHEMBL1201103,CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl,methoxamine,Launched,adrenergic receptor agonist,P25100
CHEMBL1201103,CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl,methoxamine,Launched,adrenergic receptor agonist,P35348
CHEMBL544428,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,mianserin,Launched,serotonin receptor antagonist,P25100
CHEMBL544428,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,mianserin,Launched,serotonin receptor antagonist,P35348
CHEMBL4873149,,naftopidil,Launched,adrenergic receptor antagonist,P25100
CHEMBL4873149,,naftopidil,Launched,adrenergic receptor antagonist,P35348
CHEMBL4850949,,NAN-190,Preclinical,serotonin receptor agonist,P25100
CHEMBL4850949,,NAN-190,Preclinical,serotonin receptor agonist,P35348
CHEMBL1706,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,naphazoline,Launched,adrenergic receptor agonist,P25100
CHEMBL1706,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,naphazoline,Launched,adrenergic receptor agonist,P35348
CHEMBL1200492,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,nefazodone,Withdrawn,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,P25100
CHEMBL1200492,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,nefazodone,Withdrawn,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,P35348
CHEMBL1372950,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,nicergoline,Launched,adrenergic receptor antagonist,P25100
CHEMBL1372950,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,nicergoline,Launched,adrenergic receptor antagonist,P35348
CHEMBL4852449,,niguldipine-(S)-(+),Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4852449,,niguldipine-(S)-(+),Preclinical,adrenergic receptor antagonist,P35348
CHEMBL432,C1=CC(=C(C=C1C(CN)O)O)O,norepinephrine,Launched,adrenergic receptor agonist,P25100
CHEMBL432,C1=CC(=C(C=C1C(CN)O)O)O,norepinephrine,Launched,adrenergic receptor agonist,P35348
CHEMBL1201156,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,nortriptyline,Launched,tricyclic antidepressant,P25100
CHEMBL1201156,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,nortriptyline,Launched,tricyclic antidepressant,P35348
CHEMBL3989694,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O,olanzapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL3989694,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O,olanzapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL1200791,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,oxymetazoline,Launched,adrenergic receptor agonist,P25100
CHEMBL1200791,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,oxymetazoline,Launched,adrenergic receptor agonist,P35348
CHEMBL1275,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,pergolide,Withdrawn,dopamine receptor agonist,P25100
CHEMBL1275,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,pergolide,Withdrawn,dopamine receptor agonist,P35348
CHEMBL1200787,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,phenoxybenzamine,Launched,adrenergic receptor antagonist,P25100
CHEMBL1200787,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,phenoxybenzamine,Launched,adrenergic receptor antagonist,P35348
CHEMBL1200873,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O,phentolamine,Launched,adrenergic receptor antagonist,P25100
CHEMBL1200873,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O,phentolamine,Launched,adrenergic receptor antagonist,P35348
CHEMBL1200339,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,phenylephrine,Launched,adrenergic receptor agonist,P25100
CHEMBL1200339,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,phenylephrine,Launched,adrenergic receptor agonist,P35348
CHEMBL1865834,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4.Cl,piribedil,Launched,dopamine receptor agonist,P25100
CHEMBL1865834,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4.Cl,piribedil,Launched,dopamine receptor agonist,P35348
CHEMBL1558,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,prazosin,Launched,adrenergic receptor antagonist,P25100
CHEMBL1558,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,prazosin,Launched,adrenergic receptor antagonist,P35348
CHEMBL1200469,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,promazine,Launched,dopamine receptor antagonist,P25100
CHEMBL1200469,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,promazine,Launched,dopamine receptor antagonist,P35348
CHEMBL3188993,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,quetiapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL3188993,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,quetiapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL5090661,CC(C)C1=C(C(=CC=C1)OC)OCC(=O)N2CCN(CC2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC.Cl.Cl,Rec-15/2615,Phase 2,adrenergic receptor antagonist,P25100
CHEMBL5090661,CC(C)C1=C(C(=CC=C1)OC)OCC(=O)N2CCN(CC2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC.Cl.Cl,Rec-15/2615,Phase 2,adrenergic receptor antagonist,P35348
CHEMBL4850212,,risperidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL4850212,,risperidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL267777,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,ritanserin,Phase 3,serotonin receptor antagonist,P25100
CHEMBL267777,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,ritanserin,Phase 3,serotonin receptor antagonist,P35348
CHEMBL4859022,,RS-100329,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4859022,,RS-100329,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL4864904,,RS-17053,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4864904,,RS-17053,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL4847920,,RX-821002,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4847920,,RX-821002,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL4851845,,sertindole,Withdrawn,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL4851845,,sertindole,Withdrawn,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL4864310,,silodosin,Launched,adrenergic receptor antagonist,P25100
CHEMBL4864310,,silodosin,Launched,adrenergic receptor antagonist,P35348
CHEMBL61479,C1CN(CCC12C3=CC=CC=C3CO2)CCCCC4=CN(C5=CC=CC=C54)C6=CC=C(C=C6)F,siramesine,Phase 2,sigma receptor antagonist,P25100
CHEMBL61479,C1CN(CCC12C3=CC=CC=C3CO2)CCCCC4=CN(C5=CC=CC=C54)C6=CC=C(C=C6)F,siramesine,Phase 2,sigma receptor antagonist,P35348
CHEMBL4865112,,SNAP-5089,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4865112,,SNAP-5089,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL4866493,,SNAP-94847,Preclinical,,P25100
CHEMBL4866493,,SNAP-94847,Preclinical,,P35348
CHEMBL1256875,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F.Cl,spiperone,Launched,dopamine receptor antagonist,P25100
CHEMBL1256875,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F.Cl,spiperone,Launched,dopamine receptor antagonist,P35348
CHEMBL1358012,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4COC5=CC=CC=C5O4,spiroxatrine,Preclinical,serotonin receptor antagonist,P25100
CHEMBL1358012,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H]4COC5=CC=CC=C5O4,spiroxatrine,Preclinical,serotonin receptor antagonist,P35348
CHEMBL4854095,,stobadine,Phase 2,adrenergic receptor antagonist,P25100
CHEMBL4854095,,stobadine,Phase 2,adrenergic receptor antagonist,P35348
CHEMBL33720,CNCC(C1=CC=C(C=C1)O)O,synephrine,Launched,adrenergic receptor agonist,P25100
CHEMBL33720,CNCC(C1=CC=C(C=C1)O)O,synephrine,Launched,adrenergic receptor agonist,P35348
CHEMBL1200914,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,tamsulosin,Launched,adrenergic receptor antagonist,P25100
CHEMBL1200914,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,tamsulosin,Launched,adrenergic receptor antagonist,P35348
CHEMBL3989562,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,terazosin,Launched,adrenergic receptor antagonist,P25100
CHEMBL3989562,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,terazosin,Launched,adrenergic receptor antagonist,P35348
CHEMBL1480516,CCN(CC)C(=O)N[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,terguride,Launched,dopamine receptor agonist|serotonin receptor antagonist,P25100
CHEMBL1480516,CCN(CC)C(=O)N[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,terguride,Launched,dopamine receptor agonist|serotonin receptor antagonist,P35348
CHEMBL1481539,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.CS(=O)(=O)O.CS(=O)(=O)O,thioproperazine,Launched,dopamine receptor antagonist,P25100
CHEMBL1481539,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.CS(=O)(=O)O.CS(=O)(=O)O,thioproperazine,Launched,dopamine receptor antagonist,P35348
CHEMBL1689,C1CN=C(N1)CC2=CC=CC=C2.Cl,tolazoline,Launched,adrenergic receptor antagonist,P25100
CHEMBL1689,C1CN=C(N1)CC2=CC=CC=C2.Cl,tolazoline,Launched,adrenergic receptor antagonist,P35348
CHEMBL1200798,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,trazodone,Launched,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,P25100
CHEMBL1200798,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,trazodone,Launched,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,P35348
CHEMBL1257040,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,trifluoperazine,Launched,dopamine receptor antagonist,P25100
CHEMBL1257040,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,trifluoperazine,Launched,dopamine receptor antagonist,P35348
CHEMBL4874429,,WB-4101,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL4874429,,WB-4101,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL1256400,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,xylometazoline,Launched,adrenergic receptor agonist,P25100
CHEMBL1256400,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,xylometazoline,Launched,adrenergic receptor agonist,P35348
CHEMBL1375743,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,ziprasidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P25100
CHEMBL1375743,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,ziprasidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P35348
CHEMBL2360084,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,zuclopenthixol,Launched,dopamine receptor antagonist,P25100
CHEMBL2360084,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,zuclopenthixol,Launched,dopamine receptor antagonist,P35348
CHEMBL1514751,C1CN(CCN1C[C@H]2CN3C(=C4C=CC=CC4=NC3=O)N2)C5=CC=CC=C5,2-PMDQ,Preclinical,adrenergic receptor antagonist,P25100
CHEMBL1514751,C1CN(CCN1C[C@H]2CN3C(=C4C=CC=CC4=NC3=O)N2)C5=CC=CC=C5,2-PMDQ,Preclinical,adrenergic receptor antagonist,P35348
CHEMBL4855885,,3-MPPI,Preclinical,adrenergic receptor ligand,P25100
CHEMBL4855885,,3-MPPI,Preclinical,adrenergic receptor ligand,P35348
CHEMBL2261346,CS(=O)(=O)NC1=C(C=CC2=C1CCCC2C3=NCCN3)O.Br,A-61603,Preclinical,adrenergic receptor agonist,P35368
CHEMBL4874380,,acepromazine,Launched,dopamine receptor antagonist,P35368
CHEMBL1356346,C1CCN(CC1)C(=N)C[C@H](COC2=CC=CC=C2C3=CC=CC=C3)O,AH11110,Preclinical,adrenergic receptor ligand,P35368
CHEMBL1723,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,alfuzosin,Launched,adrenergic receptor antagonist,P35368
CHEMBL1200964,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,amitriptyline,Launched,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),P35368
CHEMBL1113,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,amoxapine,Launched,norepinephrine reputake inhibitor,P35368
