Drug_Name,CNS,Smiles_ID
Mometasone,False,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
Monobenzone,False,Oc1ccc(OCc2ccccc2)cc1
Montelukast,False,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+]
Moricizine,False,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
Morphine,True,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O
Moxifloxacin,False,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl
Mupirocin,False,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2]
Mycophenolate mofetil,False,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
N-Acetyl-D-glucosamine,False,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
Nabilone,True,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
Nabumetone,True,COc1ccc2cc(CCC(C)=O)ccc2c1
NADH,False,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
Nadolol,False,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
Nafarelin,False,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
Nafcillin,False,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+]
Naftifine,False,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
Nalbuphine,True,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
Nalidixic Acid,False,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
Naloxone,True,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@]3(O)[C@@H]1C5
Naltrexone,True,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Nandrolone decanoate,False,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
Nandrolone phenpropionate,False,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
Naphazoline,False,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
Naproxen,True,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1
Naratriptan,True,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
Natamycin,False,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
Nateglinide,False,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
Nebivolol,False,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
Nefazodone,True,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
Nelarabine,False,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Nelfinavir,False,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C
Neomycin,False,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
Neostigmine,True,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
Nepafenac,False,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
Netilmicin,False,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
Nicardipine,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
Nicergoline,False,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
Niclosamide,False,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
Niflumic Acid,False,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
Nilotinib,False,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
Nilutamide,False,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
Nilvadipine,False,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
Nimodipine,True,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1
Nisoldipine,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
Nitazoxanide,False,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
Nitisinone,False,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
Nitrazepam,False,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
Nitric Oxide,False,[N]=O
Nitrofurantoin,False,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+]
Nitrofurazone,False,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
Nitroglycerin,False,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Nitroxoline,False,O=[N+]([O-])c1ccc(O)c2ncccc12
Nizatidine,False,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
Nonoxynol-9,False,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
Norelgestromin,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
Norepinephrine,False,NCC(O)c1ccc(O)c(O)c1
Norethindrone,False,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
Norfloxacin,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
Norgestimate,False,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
Nortriptyline,True,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
Novobiocin,False,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+]
Nystatin,False,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
Octreotide,False,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
Olanzapine,True,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
Olmesartan,False,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Olopatadine,False,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
Olsalazine,False,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+]
Omeprazole,False,COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Mg+2]
Ondansetron,True,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O
Orciprenaline,False,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1
Orlistat,False,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
Orphenadrine,True,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
Oseltamivir,False,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
Ospemifene,False,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
Ouabain,False,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
Oxacillin,False,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
Oxamniquine,False,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
Oxandrolone,False,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
Oxaprozin,True,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+]
Oxazepam,True,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O
Oxcarbazepine,True,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
Oxiconazole,False,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
Oxitriptan,False,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
Oxprenolol,False,C=CCOc1ccccc1OC[C@H](O)CNC(C)C
Oxtriphylline,False,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O
Oxybenzone,False,COc1ccc(C(=O)c2ccccc2)c(O)c1
Oxybuprocaine,False,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
Oxycodone,True,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
Oxymetazoline,False,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl
Oxymorphone,True,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
Oxyphencyclimine,False,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
Oxyphenonium,False,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
Oxytetracycline,False,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
Paclitaxel,False,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
Paliperidone,True,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O
Palonosetron,False,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
Pamidronate,False,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+]
Pancuronium,False,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-]
Pantoprazole,False,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+]
Papaverine,False,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
Paramethadione,False,CCC1(C)OC(=O)N(C)C1=O
Paramethasone,False,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Pargyline,False,C#CCN(C)Cc1ccccc1
Paricalcitol,False,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
Paromomycin,False,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
Paroxetine,True,CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
Pazopanib,False,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
Pefloxacin,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O
Pemetrexed,False,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+]
Pemirolast,False,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+]
Penbutolol,False,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O
Penicillamine,False,CC(C)(S)[C@H](N)C(=O)O
Penicillin G,False,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1
Penicillin V,False,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]
Pentagastrin,False,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
Pentazocine,True,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C
Pentolinium,False,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@H](O)[C@@H](O)C(=O)O
Perflutren,False,FC(F)(F)C(F)(F)C(F)(F)F
Pergolide,False,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
Perhexiline,False,C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1
Perindopril,False,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
Permethrin,False,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
Perphenazine,True,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Phenacemide,False,NC(=O)NC(=O)Cc1ccccc1
Phenazopyridine,False,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1
Phendimetrazine,False,C[C@H]1[C@H](c2ccccc2)OCCN1C
Phenelzine,True,NNCCc1ccccc1
Phenformin,False,N=C(N)NC(=N)NCCc1ccccc1
Phenindamine,False,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12.O=C(O)C(O)C(O)C(=O)O
Phenindione,False,O=C1c2ccccc2C(=O)C1c1ccccc1
Pheniramine,False,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O
Phenmetrazine,False,CC1NCCOC1c1ccccc1.Cl
Phenobarbital,True,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
Phenoxybenzamine,False,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl
Phenprocoumon,False,CC[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
Phensuximide,False,CN1C(=O)CC(c2ccccc2)C1=O
Phentermine,False,CC(C)(N)Cc1ccccc1
Phentolamine,False,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
Phenylephrine,False,CNC[C@H](O)c1cccc(O)c1.Cl
Phenylpropanolamine,False,CC(N)C(O)c1ccccc1.Cl
Phenytoin,True,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+]
Phosphatidylserine,False,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C/CCCCCCCC)COP(=O)(O)OC[C@H](Nc1ccc([N+](=O)[O-])c2nonc12)C(=O)O
Physostigmine,False,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=C(O)c1ccccc1O
Phytonadione,False,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
Picrotoxin,False,C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3OC34C(=O)O[C@H]2[C@@]41C.CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3OC34C(=O)O[C@H]2[C@@]41C
Pilocarpine,False,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.O=[N+]([O-])O
Pimecrolimus,False,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
Pindolol,False,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
Pioglitazone,False,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
Pipazethate,False,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
Pipecuronium,False,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-]
Piperacillin,False,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+]
Piperazine,False,C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O
Pipobroman,False,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
Pipotiazine,False,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
Pirbuterol,False,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
Pirenzepine,False,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl
Pitavastatin,False,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
Pivampicillin,False,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
Pivmecillinam,False,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
Plerixafor,False,Cl.c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
Plicamycin,False,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
Polidocanol,False,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Polymyxin B Sulfate,False,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.O=S(=O)(O)O
Polythiazide,False,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
Pomalidomide,False,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
Ponatinib,False,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl
Posaconazole,False,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
Potassium Chloride,False,[Cl-].[K+]
Potassium Iodide,False,[I-].[K+]
Pralatrexate,False,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Pralidoxime,False,CS(=O)(=O)[O-].C[n+]1ccccc1C=NO
Pramipexole,True,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O
Pranlukast,False,O=C(NC1=CC=CC2C(=O)C=C(c3nn[nH]n3)OC12)c1ccc(OCCCCc2ccccc2)cc1
Prasugrel,False,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
Pravastatin,False,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
Prazepam,False,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
Praziquantel,False,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1
Prazosin,False,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
Prednicarbate,False,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Prednisolone,False,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
Prednisone,False,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC[C@]2(O)C(=O)CO
Pregabalin,True,CC(C)C[C@H](CN)CC(=O)O
Prilocaine,False,CCCNC(C)C(=O)Nc1ccccc1C.Cl
Primaquine,False,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O
Primidone,True,CCC1(c2ccccc2)C(=O)NCNC1=O
Probenecid,False,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
Procainamide,False,CCN(CC)CCNC(=O)c1ccc(N)cc1
Procaine,False,CCN(CC)CCOC(=O)c1ccc(N)cc1
Procarbazine,False,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
Procaterol,False,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
Prochlorperazine,True,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O
Procyclidine,False,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
Proflavine,False,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O
Progabide,False,NC(=O)CCC/N=C(/c1ccc(Cl)cc1)c1cc(F)ccc1O
Proguanil,False,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
Promazine,False,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl
Promethazine,True,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
Propafenone,False,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl
Propantheline,False,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
Proparacaine,False,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl
Propericiazine,False,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
